30,50,
512,1710,
2112,1710,
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,
29,98,98,25,98,15,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,57,57,98,98,98,12,98,98,98,98,15,98,15,12,98,98,98,98,98,98,98,98,15,98,98,29,
29,98,98,25,98,15,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,74,57,57,74,98,98,12,98,98,98,98,15,98,15,12,98,65,98,98,98,98,98,98,15,98,98,29,
29,98,98,25,98,15,98,98,98,98,98,66,66,98,98,98,98,98,98,98,12,12,98,82,57,57,82,98,66,12,98,98,98,98,15,98,15,12,66,66,66,66,98,30,31,98,15,98,98,29,
29,98,98,25,98,15,98,98,66,98,98,98,98,98,12,12,12,12,25,98,98,12,61,62,62,62,62,63,98,12,98,98,98,98,15,98,15,98,98,98,98,98,98,9,9,9,15,98,98,29,
29,90,98,25,98,15,98,98,98,98,98,98,98,98,12,98,98,98,25,98,98,98,56,61,62,62,63,98,98,98,66,66,98,98,15,98,15,98,98,98,98,98,98,98,98,98,15,98,98,29,
29,57,65,25,98,15,98,98,98,98,66,66,9,98,12,30,31,98,25,98,98,98,56,70,61,63,71,98,98,98,98,98,98,98,23,98,23,98,98,98,98,98,98,98,98,98,15,98,98,29,
29,62,62,63,98,15,98,98,98,98,98,98,98,98,9,9,9,9,9,98,12,12,56,98,58,58,98,98,98,98,98,98,66,98,98,98,98,98,98,98,98,98,98,98,98,98,15,98,98,29,
29,12,12,15,98,15,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,56,98,58,58,98,98,98,98,98,98,98,98,98,98,98,98,98,98,25,25,25,98,98,98,15,98,98,29,
29,12,12,15,98,15,98,12,98,12,98,98,98,98,98,98,98,98,98,98,98,98,56,98,58,58,98,98,98,98,98,98,98,98,98,98,98,98,98,98,25,98,25,98,98,98,15,98,98,29,
29,12,12,15,98,15,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,56,98,58,58,98,98,98,98,98,98,98,98,98,98,98,98,98,98,25,98,25,98,98,98,23,98,98,29,
29,65,12,15,98,23,98,98,98,98,98,9,98,12,98,98,98,98,98,98,98,98,56,98,58,58,98,98,98,98,98,98,98,98,98,98,57,98,98,98,25,65,25,0,0,98,98,98,98,29,
29,62,63,15,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,56,98,58,58,98,98,98,12,98,98,66,66,66,66,66,66,66,98,25,0,25,98,98,98,98,98,98,29,
29,71,98,15,98,98,98,98,98,98,98,98,98,98,98,98,12,98,9,9,9,9,9,98,58,58,98,98,98,98,98,98,98,98,98,98,98,98,98,98,25,25,25,98,98,98,98,98,98,29,
29,98,98,15,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,58,58,63,98,98,98,98,98,98,98,98,25,98,98,98,98,98,98,98,98,98,98,98,98,98,29,
29,98,98,23,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,58,58,60,65,98,98,98,98,98,98,98,25,98,98,98,98,98,98,98,98,98,98,98,98,98,29,
29,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,58,58,36,37,38,98,98,98,98,98,98,25,98,98,98,98,98,98,98,98,98,98,98,98,98,29,
29,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,65,58,58,62,62,62,63,25,25,98,98,98,25,98,98,98,98,98,98,98,98,98,98,98,98,98,29,
29,98,98,98,98,25,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,60,58,58,71,70,9,15,98,25,98,98,12,25,12,98,0,98,0,98,98,98,98,98,98,98,98,29,
29,62,63,98,98,25,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,68,58,58,58,98,98,9,15,98,25,9,25,25,25,25,25,25,25,25,25,98,98,98,98,8,9,56,29,
29,71,98,98,98,25,98,98,98,98,98,98,98,98,98,98,98,98,98,98,61,62,62,62,58,58,98,98,9,23,98,57,9,98,98,98,98,98,98,98,25,25,66,66,98,98,98,98,56,29,
29,98,98,12,98,25,98,98,98,98,98,98,98,98,98,98,98,98,98,98,6,6,6,6,58,58,98,98,9,90,57,57,9,98,98,98,98,98,98,98,25,25,25,98,98,98,98,98,56,29,
29,98,98,12,12,25,98,98,98,98,98,98,98,98,98,98,98,66,66,98,14,14,14,14,58,58,98,98,9,9,9,9,9,98,98,98,98,98,98,98,25,25,25,98,98,98,98,65,57,29,
29,98,98,98,98,25,9,9,9,9,9,98,9,9,9,98,98,98,98,98,22,22,22,22,58,58,98,98,98,98,98,98,98,98,98,98,98,98,98,98,25,57,57,98,98,98,61,62,62,29,
29,98,98,98,98,57,25,98,98,98,25,98,98,98,98,98,98,98,98,98,98,98,98,98,58,58,65,60,98,98,98,98,98,98,98,98,98,98,98,98,25,57,57,98,98,98,6,6,6,29,
